placeholder_id,caminho,dominio,modulo,tipo,prioridade,funcao_esperada,especificacao_necessaria,dependencias,owner_necessario,testes_necessarios,criterios_de_aceite,riscos,recomendacao,confianca,status,aprovado_para_gate_5
6845,09-data-platform/regenera-data-lineage/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-lineage,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6880,09-data-platform/regenera-data-privacy/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-privacy,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6882,09-data-platform/regenera-data-privacy/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-privacy,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6917,09-data-platform/regenera-data-quality/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-quality,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6919,09-data-platform/regenera-data-quality/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-quality,C,P2,Módulo de P2 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P2_SPEC_REQUIRED,FALSE
6954,09-data-platform/regenera-data-risk-models/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-risk-models,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6956,09-data-platform/regenera-data-risk-models/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-risk-models,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6991,09-data-platform/regenera-data-streaming/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-streaming,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6993,09-data-platform/regenera-data-streaming/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-streaming,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7028,09-data-platform/regenera-data-warehouse/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-warehouse,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7030,09-data-platform/regenera-data-warehouse/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-warehouse,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7065,10-platform/regenera-platform-databases/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-databases,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7067,10-platform/regenera-platform-databases/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-databases,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7113,10-platform/regenera-platform-developer-portal/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-developer-portal,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7150,10-platform/regenera-platform-disaster-recovery/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-disaster-recovery,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7187,10-platform/regenera-platform-event-bus/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-event-bus,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7189,10-platform/regenera-platform-event-bus/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-event-bus,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7234,07-integrations/regenera-integration-b3/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-b3,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7236,07-integrations/regenera-integration-b3/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-b3,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7272,07-integrations/regenera-integration-bacen/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-bacen,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7274,07-integrations/regenera-integration-bacen/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-bacen,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7310,07-integrations/regenera-integration-bureaus/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-bureaus,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7312,07-integrations/regenera-integration-bureaus/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-bureaus,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7348,07-integrations/regenera-integration-card-networks/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-card-networks,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7386,07-integrations/regenera-integration-card-processor/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-card-processor,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7424,07-integrations/regenera-integration-correspondents/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-correspondents,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7462,07-integrations/regenera-integration-custody/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-custody,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7464,07-integrations/regenera-integration-custody/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-custody,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7500,07-integrations/regenera-integration-dict/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-dict,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7502,07-integrations/regenera-integration-dict/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-dict,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7538,07-integrations/regenera-integration-kyc-providers/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-kyc-providers,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7577,07-integrations/regenera-integration-notifications/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-notifications,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7615,07-integrations/regenera-integration-open-finance/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-open-finance,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7656,07-integrations/regenera-integration-spi/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-spi,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7658,07-integrations/regenera-integration-spi/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-spi,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7694,07-integrations/regenera-integration-susep/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-susep,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7696,07-integrations/regenera-integration-susep/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-susep,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7732,07-integrations/regenera-integration-swift/.tool-versions,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-swift,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7734,07-integrations/regenera-integration-swift/CODEOWNERS,MUNDO EXTERNO E ADAPTADORES,07-integrations/regenera-integration-swift,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7770,10-platform/regenera-platform-kms-hsm/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-kms-hsm,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7772,10-platform/regenera-platform-kms-hsm/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-kms-hsm,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7807,10-platform/regenera-platform-kubernetes/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-kubernetes,B,P2,Módulo de P2 classificado como B.,NAO,Infraestrutura,Tech Lead / Arquitetura,NAO,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7809,10-platform/regenera-platform-kubernetes/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-kubernetes,B,P2,Módulo de P2 classificado como B.,NAO,Infraestrutura,Tech Lead / Arquitetura,NAO,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,CONFIGURAR_APOS_MAPEAR_MODULO,ALTA,P2_SPEC_REQUIRED,FALSE
7856,10-platform/regenera-platform-object-storage/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-object-storage,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7893,10-platform/regenera-platform-observability/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-observability,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7942,10-platform/regenera-platform-secrets/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-secrets,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7944,10-platform/regenera-platform-secrets/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-secrets,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
7979,11-security/regenera-security-appsec/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-appsec,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
7981,11-security/regenera-security-appsec/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-appsec,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8016,11-security/regenera-security-cloud/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-cloud,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8018,11-security/regenera-security-cloud/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-cloud,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8053,11-security/regenera-security-detection/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-detection,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8055,11-security/regenera-security-detection/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-detection,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8090,11-security/regenera-security-iam/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-iam,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8092,11-security/regenera-security-iam/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-iam,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8127,11-security/regenera-security-incident-response/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-incident-response,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8164,11-security/regenera-security-kms-hsm/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-kms-hsm,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8166,11-security/regenera-security-kms-hsm/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-kms-hsm,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8201,11-security/regenera-security-mobile/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-mobile,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8203,11-security/regenera-security-mobile/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-mobile,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8238,11-security/regenera-security-pam/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-pam,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8240,11-security/regenera-security-pam/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-pam,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8275,11-security/regenera-security-pki/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-pki,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8277,11-security/regenera-security-pki/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-pki,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8312,11-security/regenera-security-red-team/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-red-team,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8314,11-security/regenera-security-red-team/CODEOWNERS,SEGURANÇA TRANSVERSAL,11-security/regenera-security-red-team,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
8349,11-security/regenera-security-threat-intelligence/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-threat-intelligence,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8386,11-security/regenera-security-vulnerability-management/.tool-versions,SEGURANÇA TRANSVERSAL,11-security/regenera-security-vulnerability-management,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8423,10-platform/regenera-platform-siem/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-siem,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
8425,10-platform/regenera-platform-siem/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-siem,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
