placeholder_id,caminho,classificacao_anterior,classificacao_corrigida,tipo,prioridade,placeholder_confirmado,intencionalmente_minimo,funcao_arquitetural,dominio,consumidores,contratos,invariantes,dependencias,contexto_ausente,owner_necessario,requisitos_de_seguranca,requisitos_de_observabilidade,testes_necessarios,criterios_de_aceite,relacao_com_conflito,relacao_com_source_material,recomendacao,confianca,status,aprovado_para_gate_5
6354,governance/runbooks/operations/payment/.tool-versions,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_CONTRACT_REQUIRED,FALSE
6356,governance/runbooks/operations/payment/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_CONTRACT_REQUIRED,FALSE
6391,governance/runbooks/operations/pix/.tool-versions,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6393,governance/runbooks/operations/pix/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6428,governance/runbooks/operations/reconciliation/.tool-versions,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6465,governance/runbooks/operations/soc/.tool-versions,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6467,governance/runbooks/operations/soc/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6502,governance/runbooks/operations/treasury/.tool-versions,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6504,governance/runbooks/operations/treasury/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6539,platform/backups/.tool-versions,C,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6541,platform/backups/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6576,platform/cache/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6578,platform/cache/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6616,platform/ci-cd/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6618,platform/ci-cd/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6658,platform/data/analytics/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6660,platform/data/analytics/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6695,platform/data/finance-reporting/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6732,platform/data/governance/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6734,platform/data/governance/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6769,platform/data/ingestion/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6771,platform/data/ingestion/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6806,platform/data/lake/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6808,platform/data/lake/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6843,platform/data/lineage/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6845,platform/data/lineage/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6880,platform/data/privacy/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6882,platform/data/privacy/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6917,platform/data/quality/.tool-versions,C,C,C,P2,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6919,platform/data/quality/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6954,platform/data/risk-models/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6956,platform/data/risk-models/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6991,platform/data/streaming/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6993,platform/data/streaming/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7028,platform/data/warehouse/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7030,platform/data/warehouse/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA DE DADOS,PLATAFORMA DE DADOS,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7065,platform/databases/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7067,platform/databases/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7113,platform/developer-portal/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7150,platform/disaster-recovery/.tool-versions,C,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7187,platform/event-bus/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7189,platform/event-bus/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7234,platform/integrations/b3/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7236,platform/integrations/b3/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7272,platform/integrations/bacen/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7274,platform/integrations/bacen/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7310,platform/integrations/bureaus/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7312,platform/integrations/bureaus/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7348,platform/integrations/card-networks/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7386,platform/integrations/card-processor/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7424,platform/integrations/correspondents/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7462,platform/integrations/custody/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7464,platform/integrations/custody/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7500,platform/integrations/dict/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7502,platform/integrations/dict/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7538,platform/integrations/kyc-providers/.tool-versions,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7577,platform/integrations/notifications/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7615,platform/integrations/open-finance/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7656,platform/integrations/spi/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7658,platform/integrations/spi/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7694,platform/integrations/susep/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
